"speechiness","track_name"
"0.136","La Curiosidad"
"0.0728","La Da Dee"
"0.207","La Jeepeta - Remix"
"0.105","La Mamá de la Mamá"
"0.288","La Noche De Anoche - Female Version"
"0.206","La Nota - Female Version"
"0.164","La Tóxica"
"0.0307","Ladida (My Heart Goes Boom) [feat. ILIRA]"
"0.428","Laffy Taffy"
"0.158","Laffy Taffy (Jersey Club Mix) - Original"
"0.335","Laffy Taffy vs Hit It For Me One Time - Mashup Remix"
"0.0413","Lagu Dayak"
"0.0846","Lalala"
"0.0375","Lalala - Oliver Heldens Remix"
"0.0627","Lambada"
"0.0587","Larawan (feat. Flow G)"
"0.248","Large Amounts"
"0.351","Las Nenas (feat. La Duraca)"
"0.145","Last Night"
"0.0919","Latch"
"0.0868","Late out"
"0.0825","Lately"
"0.102","Later Bitches"
"0.223","Latest Trends"
"0.0393","LATINA"
"0.134","Laugh Now Cry Later (feat. Lil Durk)"
"0.0891","Laxed - Siren Beat"
"0.11","Laxed – Siren Beat"
"0.312","Lay It Down Gmix - Main"
"0.0631","Lay Lay Lay Joker"
"0.0999","Lay Low"
"0.206","LEAD THE RACE (UNDEFEATED)"
"0.281","Leaked"
"0.307","Lean Wit It, Rock Wit It"
"0.113","Leave a Light On"
"0.0375","Leave A Little Love"
"0.296","Leave Em Alone"
"0.19","Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)"
"0.0324","Leave The Door Open"
"0.347","Left Foot Up Right Foot Slide"
"0.0402","Lelah Mengalah - Remix"
"0.0521","Lemon Tree"
"0.058","Lemon Tree"
"0.0417","Lemon Tree"
"0.0405","Lemon Tree"
"0.0549","Lemon Tree"
"0.0613","Lemon Tree Lofi Hip Hop"
"0.079","Lemonade"
"0.177","Lemonade - Female Version"
"0.079","Lemonade (feat. Gunna, Don Toliver & NAV)"
"0.0442","Lento"
"0.211","Let's Do It Again"
"0.271","Let's Get Married"
"0.282","Let Go"
"0.0351","Let Go"
"0.061","Let Her Go"
"0.053","Let Her Go (Screwed and Chopped)"
"0.0288","Let It Go"
"0.0429","Let It Go"
"0.107","Let Me Blow Ya Mind"
"0.0832","Let Me Know (I Wonder Why Freestyle)"
"0.121","Let You Down"
"0.165","Lets Link"
"0.224","Lets Link"
"0.121","Letter to Daddy (Tribute)"
"0.0353","Letting You Go"
"0.169","Level Up"
"0.0601","Levitating (feat. DaBaby)"
"0.372","Lexi"
"0.354","Liar"
"0.0498","Liberdade (Quando o Grave Bate Forte)"
"0.225","Lie To You"
"0.0873","Life"
"0.124","Life"
"0.0384","Life's a Coma"
"0.0377","Life's a Mess"
"0.0631","Life's a Mess (Female)"
"0.0424","Life Goes On"
"0.0469","life hack"
"0.0317","Life in Your Years"
"0.119","Life Is a Highway"
"0.481","Life Is Good (feat. Drake)"
"0.298","Life of Brick"
"0.157","Life Sux"
"0.0366","Lifestyle (feat. Adam Levine)"
"0.0564","Light You Up"
"0.0422","Lights Down Low (feat. Waka Flocka Flame)"
"0.0664","Lights Go Out"
"0.0584","Lights On"
"0.0542","Lights Out"
"0.449","Like A G6"
"0.0466","Like a Rodeo"
"0.0936","Like That"
"0.194","Like That (feat. Gucci Mane)"
"0.18","Like That (feat. Gucci Mane)"
"0.216","Limo Boys"
"0.0285","Line Without a Hook"
"0.0385","Little Dark Age"
"0.0275","Little Lion Man"
"0.389","Live A Lil"
"0.173","Living Young Wild and Free"
"0.0464","LMK"
"0.0343","LMK"
"0.119","Loading"
"0.0348","LOCKDOWN"
"0.115","LOCKED UP PT. 2"
"0.0491","Loco"
"0.136","Lonely"
"0.048","Lonely - Female Version"
"0.413","Lonely (Marcus Layton Edit)"
"0.0398","Lonely (with benny blanco)"
"0.0396","Lonely (with benny blanco)"
"0.147","Look at Her Now"
"0.184","Look At Me Now (feat. Lil' Wayne & Busta Rhymes)"
"0.0543","Look into My Eyes"
"0.474","Looking Like That"
"0.0741","Lose Control"
"0.0415","Lose Control"
"0.107","Lose Control (feat. Ciara & Fat Man Scoop)"
"0.0598","Lose My Mind"
"0.04","Lose Track"
"0.0364","Lose You to Love Me"
"0.0436","Lose You To Love Me"
"0.159","Losing Blood"
"0.226","Lost"
"0.353","Lost Kings"
"0.264","Lost My Mind"
"0.302","Lost Souls"
"0.0678","Lost Umbrella"
"0.19","Lottery (Renegade)"
"0.216","Lottery (Renegade)"
"0.115","Lotus Flower Bomb (feat. Miguel)"
"0.0409","Love"
"0.0283","Love"
"0.052","Love"
"0.139","Love Again"
"0.0507","Love Again (feat. Alida)"
"0.0748","Love Galore (feat. Travis Scott)"
"0.0541","Love Is a Bitch"
"0.0303","Love Is Gone - Acoustic"
"0.0334","Love Me"
"0.0852","Love Me"
"0.0609","Love Me"
"0.259","Love Me"
"0.0466","Love Me Later"
"0.043","Love Me Like You"
"0.0642","Love Not War (The Tampa Beat)"
"0.0938","Love Songs"
"0.0906","Love Songs - Bonus"
"0.0321","Love Story"
"0.0311","Love Story"
"0.0404","Love Story"
"0.0308","Love Story"
"0.0612","Love Story - Discoball Remix"
"0.0311","Love Story (Taylor’s Version)"
"0.161","Love Story Cover"
"0.0347","Love Story Remix (I Love You) [TikTok Dance]"
"0.0637","Love Struck"
"0.0467","Love Taker"
"0.06","Love You Different (feat. BEAM)"
"0.0528","Love You Less"
"0.0924","LOVE. FEAT. ZACARI."
"0.0568","Lovefool"
"0.0299","Lovefool"
"0.064","Lovely"
"0.0333","lovely (with Khalid)"
"0.09","Lovers Say Goodbye"
"0.0544","Loving Is Easy"
"0.0791","Low (feat. T-Pain)"
"0.429","LSD"
"0.155","lucifer"
"0.0308","Luha"
"0.0498","LULLABY"
"0.251","Luvdrug"
"0.184","Luxury"
"0.065","M o t i v e X P r o m i s c u o u s"
"0.309","M to the B"
"0.0724","M to the B"
"0.063","Ma boy"
"0.0577","Ma Boy"
"0.194","MA CHÉRIE"
"0.0906","Mad at Disney"
"0.0486","Mad at Disney"
"0.435","Mad at Me"
"0.16","Mad Love"
"0.137","Mad Love (feat. byMIA)"
"0.11","Mad World"
"0.053","Madan (Siren Jam)"
"0.0668","Made It Bigger"
"0.053","Magandang Dilag"
"0.0463","Magandang Dilag"
"0.119","Magic"
"0.0385","Magic In The Hamptons (feat. Lil Yachty)"
"0.0395","Magsayawan"
"0.0742","Maikee's Letters"
"0.174","Make His Pockets Hurt"
"0.134","Make His Pockets Hurt"
"0.0485","Make It With You"
"0.0487","Make Love"
"0.333","Make No Sense"
"0.0316","Make up Our Mind"
"0.0553","MAKE YA HOLLA"
"0.0261","Make You Mine"
"0.0279","Make You Mine - Acoustic"
"0.344","Making Moves"
"0.0396","MALA SANTA"
"0.0383","Malaya (Camp Sawi Original Motion Picture Soundtrack)"
"0.0613","Malayo Ka Man"
"0.0295","Malibu"
"0.138","Mamacita"
"0.0503","Mamang Sorbetero"
"0.0331","Mamma Mia - From 'Mamma Mia!' Original Motion Picture Soundtrack"
"0.0397","Maneater"
"0.246","Manhattan Vibes"
"0.0435","Maniac"
"0.0303","Maps"
"0.269","Maradona"
"0.188","Maravilha (feat. Mc Magrinho)"
"0.0634","Maria"
"0.0745","Marikit"
"0.0748","Marikit"
"0.028","Mariposa"
"0.102","Marlboro"
"0.311","Marlboro Nights"
"0.253","Martin & Gina"
"0.0342","Masdan Mo Ang Kapaligiran"
"0.431","Mask Off"
"0.268","Mask off (Screwed and Chopped)"
"0.0386","Masuk Pak Eko Ditikung Teman"
"0.0352","Mau"
"0.202","May I"
"0.0717","Mayday"
"0.0294","Me & U"
"0.0261","me & ur ghost"
"0.0387","Me & You ◑"
"0.191","Me Love"
"0.112","Me rehúso - Remix"
"0.296","Me Too"
"0.18","Me Vs Me"
"0.3","Mean"
"0.182","Meaning"
"0.0856","Meant to Be (feat. Florida Georgia Line)"
"0.0532","Medley: Tie / Fade / Letter"
"0.0486","Meet Up"
"0.242","Mega do Beco"
"0.336","Mega Pra Elas Joga"
"0.0495","Melody (1983 Club Vinyl Mix)"
"0.0479","Melody Harmony"
"0.293","mememe"
"0.0504","Memori Berkasih - Remix"
"0.0584","Memories"
"0.116","Memories"
"0.119","Memories"
"0.14","Memories (Drinks Bring Back)"
"0.255","Memories (feat. Kid Cudi)"
"0.0657","Menage A Trois"
"0.0379","Menjaga Jodoh Orang - Remix"
"0.261","Messi"
"0.0784","Metaphor"
"0.123","Mexico"
"0.363","Mhm Mhm"
"0.418","Mi Pan Ñam Ñam Ñam"
"0.281","Mi Pan Su Su Sum"
"0.15","Miami"
"0.0298","Michelle"
"0.23","MICKEY"
"0.0388","Midnight City"
"0.0346","Midnight Sky"
"0.0288","Migraine"
"0.0871","Miku"
"0.28","Milkshake"
"0.0434","Milkshake"
"0.273","Milkshake"
"0.388","Million Dollar Mullet - ChopNotSlop Remix"
"0.101","Miloves (Otw Sayo)"
"0.118","MiNi VaN"
"0.0617","Miracle Nights"
"0.151","Mírame - Remix"
"0.0471","Mirror Masa (I Think I'm Fallin' for Ya)"
"0.0503","Mirrors"
"0.246","Miss Flawless"
"0.0492","Miss Me"
"0.0555","Miss Taga San Ka?"
"0.121","Miss The Rage (feat. Playboi Carti)"
"0.0447","Miss U - Radio Edit"
"0.0633","Missing You"
"0.39","Mix It"
"0.0315","Mo Bamba"
"0.0759","Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster"
"0.31","Molly"
"0.207","Molly [Reverb] - Slowed"
"0.0865","Molly Girl"
"0.0925","moment"
"0.0826","Moment"
"0.29","Money"
"0.101","Money Honey"
"0.256","Money Mouf"
"0.292","Money Real Long"
"0.227","Money Say"
"0.254","Money Talk"
"0.122","Money Trees"
"0.183","Money Up"
"0.378","MONOPOLY (with Victoria Monét)"
"0.0446","Monster"
"0.146","Monster - Female Version"
"0.124","Monster - Robin Schulz Remix"
"0.152","MONTERO (Call Me By Your Name)"
"0.045","Montero (Call Me by Your Name) [Dance Version]"
"0.25","Mood"
"0.0637","Mood"
"0.0612","Mood - Female Version"
"0.0369","Mood (feat. iann dior)"
"0.0361","Mood (feat. iann dior)"
"0.0366","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior"
"0.0786","Mood Swings"
"0.314","Mood Swings"
"0.368","Mood Swings (feat. Lil Tjay)"
"0.0345","Moon"
"0.0598","Moonlight (feat. Danyka Nadeau & Badjack)"
"0.229","MOONWALK (feat. Yung Bans)"
"0.278","Mop"
"0.0427","Moral of the Story"
"0.0414","Moral of the Story"
"0.127","More"
"0.048","More"
"0.06","MORE & MORE"
"0.133","More Happy"
"0.0805","More Happy"
"0.0383","More Than A Woman - From Saturday Night Fever Soundtrack"
"0.0379","More Than A Woman - From Saturday Night Fever Soundtrack"
"0.15","More Yellow Hearts."
"0.086","Morena"
"0.173","Morena Girl"
"0.0361","Morning Prayer"
"0.0313","Motion (Keep Loving Me)"
"0.0436","Motivation"
"0.0652","motive (with Doja Cat)"
"0.0457","Motive x Promiscuous"
"0.0501","Motive X Promiscuous"
"0.183","MotorSport"
"0.0256","Mr Loverman"
"0.0725","Mr. Brightside"
"0.0272","Mr. Rager"
"0.0511","Mr. Saxobeat"
"0.087","Mr. Saxobeat"
"0.0315","Mrs Magic"
"0.0367","Ms"
"0.269","Ms. Jackson"
"0.0917","Mtg - Vem sentando vem"
"0.204","MTG É Sempre Assim"
"0.141","Muchacha"
"0.434","Muffins In The Freezer"
"0.065","Mundur Alon Alon - Nofin Asia Music Cover"
"0.887","MURNTY"
"0.102","Muwop (feat. Gucci Mane)"
"0.0828","My Band"
"0.0555","My Banyo Queen (ah-ah, umh-umh) featuring: Rica Peralejo"
"0.118","My Boo"
"0.378","My Chick Bad"
"0.0477","My Ex's Best Friend - Female Version"
"0.358","My Friends (feat. TeamTwin)"
"0.0457","My Head & My Heart - Claptone Remix"
"0.608","My Heart Went Oops"
"0.607","My Heart Went Oops"
"0.0411","My Last Made Me Feel like I Would Never Try Again"
"0.0699","My Life"
"0.0367","My Morena Girl"
"0.0457","my neck el pasecito challenge"
"0.138","My Neck, My Back (Lick It) - BENZI & BLVD. Remix"
"0.115","My Neck, My Back (Lick It) - Street/Club Version"
"0.0296","My Oh My (feat. DaBaby)"
"0.042","My Ordinary Life"
"0.494","MY STORY (DLOG)"
"0.0487","My Truck"
"0.258","My Type"
"0.115","My War (From Attack on Titan)"
"0.173","My Way"
"0.298","Myron"
"0.0644","Myself"
"0.072","Myself"
"0.0327","Myself - Jeaux Remix"
"0.0279","N i g h t C h a n g e s - Slowed"
"0.545","Na-Akit"
"0.0406","Na Na"
"0.0549","Na Na Na Boo Boo"
"0.0378","Na Ponta Do Pé"
"0.0799","Nadarang"
"0.0378","Nadarang - Campfire Mix"
"0.045","Nakakamiss"
"0.371","Namorar Não Pode"
"0.0615","Nandyan Agad Ako"
"0.0248","Nangangamba"
"0.0413","Não Me Tira da Sua Boca"
"0.0909","Não Nasci pra Namorar"
"0.0882","Não Pode Se Apaixonar"
"0.182","Napagod Na"
"0.326","Nararahuyo"
"0.274","Nascar"
"0.139","nasty"
"0.218","Nasty Freestyle"
"0.405","Nathy Peluso: Bzrp Music Sessions, Vol. 36"
"0.244","National Anthem"
"0.522","Need A Freak"
"0.135","Need Me"
"0.0326","Need You"
"0.127","Need You"
"0.244","Needed Me"
"0.166","Needed Me - Remix"
"0.259","Needed Me TikTok - Remix"
"0.182","Nem On Nem Off"
"0.078","Neneng B"
"0.0781","Neneng B"
"0.112","Neon Guts (feat. Pharrell Williams)"
"0.123","Nesesari (feat. Philkeyz)"
"0.0254","Never Be Lonely"
"0.358","Never Change"
"0.0465","Never Ending Story"
"0.0323","Never Forget You"
"0.122","Never Going Back"
"0.0392","Never Going Home"
"0.332","Never Left"
"0.0456","Never Let Me Down"
"0.0909","Never Met!"
"0.117","NEVER MET!"
"0.0602","Never Really Over"
"0.0411","Neverland"
"0.345","New Patek"
"0.0391","New Thang"
"0.037","Next To You (feat. Justin Bieber)"
"0.143","Ngayong Gabi"
"0.104","Nice Boys"
"0.141","Nice For What"
"0.0497","Nice to Nice to Know You Let's Do It Again"
"0.0614","Nights Like This"
"0.231","Nikes"
"0.114","Nikes (with MOTi)"
"0.0626","NNAN"
"0.39","No Face No Case"
"0.0473","No Games (feat. King Badger & Skusta Clee)"
"0.135","No Guidance - Instrumental"
"0.153","No Guidance (feat. Drake)"
"0.134","No Guidance Ayzha Nyree - Slowed"
"0.0391","No Hands (feat. Roscoe Dash & Wale)"
"0.0896","No Idea"
"0.0893","No Idea"
"0.0554","No Idea - Dj Purpberry Chopped and Screwed"
"0.0597","No Idea Bass Boosted - Slowed"
"0.0587","No Idea Bass Boosted (Slowed)"
"0.392","No Justice No Peace"
"0.117","No Lie"
"0.244","No Limit"
"0.196","No Love No Trust Freestyle"
"0.0879","No Matter What I Do All I Think About Is You"
"0.0288","No Mercy"
"0.225","No More ?'s"
"0.584","No More Parties"
"0.0315","No Reason"
"0.33","No Role Modelz"
"0.044","No Scrubs - Jolyon Petch Edit"
"0.321","No Smoke"
"0.0328","no song without you"
"0.107","No Te Enamores - Remix"
"0.0316","No Time"
"0.0581","No Wind Resistance!"
"0.385","NO. 9"
"0.027","Nobela"
"0.0392","Nobody"
"0.189","Nobody Safe"
"0.0853","Nobody To Love (with Loren Gray)"
"0.0341","Nobodys Love - Female Version"
"0.224","Nominate"
"0.123","Nonstop"
"0.129","Not Allowed"
"0.131","Not Shy"
"0.0476","Not So Bad (feat. Emie)"
"0.0642","Not That Girl"
"0.263","Not The Thermometer Challenge (feat. Dej Rose Gold, Qwote & Kingpin Skinny Pimp)"
"0.0493","Nothin' on You (feat. Bruno Mars)"
"0.169","Nothing Makes Sense"
"0.0508","Nothing New"
"0.0267","Nothing to Lose"
"0.0588","Notice Me"
"0.0845","Now You're Gone"
"0.0368","Nowhere"
"0.219","Nowhere To Run"
"0.302","Nuke"
"0.442","Nuketown (feat. Juice WRLD)"
"0.0306","Numb (Remix)"
"0.0289","NUNU NANA"
"0.152","nursery"
"0.0416","Nyong Manis"
"0.0324","O Children"
"0.0797","Ô Moça"
"0.0277","O Pag-ibig"
"0.087","Obnimi - Remix"
"0.0524","Obnimi (Callmearco Remix)"
"0.0625","Obsessed"
"0.0646","Obsessed"
"0.0727","Ocean Love"
"0.0948","Oceans"
"0.323","OFF THE RIP"
"0.472","Off Top"
"0.0498","Off You"
"0.0836","Officially Missing You - Midi Mafia Mix aka Radio Main"
"0.145","Og Advice"
"0.222","OG Bobby Johnson"
"0.0543","Oh Klahoma"
"0.0632","Oh na na"
"0.261","Oh Nanana - Remix"
"0.261","Oh Nanana Challenge"
"0.147","Oh No"
"0.272","Oh No"
"0.0269","oh no, oh no, oh no no no"
"0.101","Oh Owa Abu Salsa"
"0.226","OI OI OI Bakugou"
"0.416","ok boomer (feat. Jed Will)"
"0.0649","OK Not To Be OK"
"0.083","OKAY (feat. Vory)"
"0.0451","Oks Lang"
"0.105","Old Thing Back (feat. Ja Rule and Ralph Tresvant)"
"0.129","Old Town Road"
"0.029","Oldest Teenager"
"0.0538","Omae Wa Mou - Tiny Little Adiantum Remix"
"0.0613","Omae Wa Mou!"
"0.0569","OMG"
"0.0906","On A Roll"
"0.407","On Cam (feat. Moneybagg Yo)"
"0.392","On Me"
"0.0409","On My Mind"
"0.0487","On My Way"
"0.231","On My Way"
"0.0347","On My Way Home"
"0.0463","On ne s'aimera plus jamais"
"0.327","On Sight"
"0.0867","On the Way"
"0.28","On The Way (feat. Mila J)"
"0.0536","One Dance"
"0.055","One Margarita - Female Version"
"0.362","One More Dance."
"0.0314","One More Night"
"0.0372","One Time"
"0.11","One Two"
"0.28","One Wish"
"0.0569","Only U"
"0.413","ONLYFANS"
"0.0863","OOOWWWEEE"
"0.0446","Oops (Baby I Love You)"
"0.0483","Oops (feat. Charlie Puth)"
"0.0812","oops!"
"0.213","Opaul"
"0.0277","Ophelia"
"0.117","Opp Stoppa"
"0.454","Options"
"0.233","Options (feat. Stephen Marley)"
"0.04","Options (feat. Stephen Marley) - DJ Noodles Remix"
"0.235","ORANGE SODA"
"0.0964","oui"
"0.0339","Out Of Love"
"0.045","Out Of Love (feat. Internet Money)"
"0.14","Out of My System"
"0.0428","Out of Service"
"0.107","OUT out"
"0.237","Out the Frame"
"0.225","OUT WEST (feat. Young Thug)"
"0.0508","OUTCAST"
"0.0818","OUTLAW"
"0.157","Outnumbered"
"0.598","Outside"
"0.0394","Outside (feat. Ellie Goulding)"
"0.0453","Outta My Head"
"0.0543","Outta Time"
"0.0818","Over"
"0.112","Over and Out (feat. Charlott Boss)"
"0.0963","Overdose"
"0.249","Pablo & Blanco"
"0.0576","Pablo Pablo - Oriental Remix"
"0.259","Pac-Man"
"0.0455","Pacar Selingan - Nofin Asia Music Cover"
"0.193","Pacific"
"0.0865","Pag Tumingin Ka Akin Ka"
"0.0253","Pagtingin"
"0.04","Pain"
"0.123","Pajama Party"
"0.125","Pajama Party Tok"
"0.144","Pakinabang"
"0.0273","Paligoy-ligoy"
"0.0653","Palo"
"0.0757","PAM"
"0.14","Pamparampampa tiktok (Pajama party)"
"0.0519","Panaginip Lang"
"0.0392","Panalangin"
"0.128","Panalo - Pacquiao Version"
"0.403","Panalo (Trap Cariñosa)"
"0.0528","Pangako"
"0.073","Pangga"
"0.0925","Panic Attack"
"0.0736","Panic Room"
"0.0752","Panini"
"0.0318","Paniwalaan"
"0.134","Panthere"
"0.187","Papa"
"0.0917","Paparazzi"
"0.0505","Paparazzi"
"0.108","Papi Chulo"
"0.103","Papi Chulo Slowed - Remix"
"0.0468","Paradise"
"0.0401","Paradise (feat. Dermot Kennedy)"
"0.298","Parari Tecno"
"0.229","Parce (feat. Justin Quiles)"
"0.046","Pareja Del Año"
"0.0447","parents"
"0.258","Parokyana"
"0.32","Parokyana Beatbox"
"0.291","Partition"
"0.0622","Party Girl"
"0.0784","Party Girl"
"0.267","Party Girl - VIZE Remix"
"0.204","Party Girl (Remix)"
"0.042","Party In The U.S.A."
"0.0475","Party Legends"
"0.186","Party With The 6ixers"
"0.031","Pasensya Ka Na"
"0.0434","Pasipsip Naman (feat. Eman & Third Flo')"
"0.0396","Passionfruit"
"0.0353","Past Lives"
"0.0534","Patek"
"0.287","Paty Trem Barbie"
"0.0354","Paubaya"
"0.0464","Pauwi Nako"
"0.224","Payphone"
"0.0414","Payphone"
"0.451","Peace and Love on the Planet Earth (feat. Zach Callison, Estelle, Deedee Magno Hall, Michaela Dietz & Shelby Rabara)"
"0.147","Peaches"
"0.0429","Peaches (Dance Version)"
"0.119","Peaches (feat. Daniel Caesar & Giveon)"
"0.222","Peekaboo (I Just Snapped)"
"0.271","Pegao / Me Miro y La Mire (TikTok Hit)"
"0.187","Pekeng Kaibigan"
"0.295","People I Don't Like"
"0.0387","Percuma Bilang Sayang"
"0.22","Perfect (feat. City Girls)"
"0.0343","Perlahan"
"0.332","Perra"
"0.135","Perreo Pesau'"
"0.12","Personal"
"0.215","Persuasion"
"0.0746","Peru"
"0.228","Pew Pew Pew"
"0.082","Philosophical"
"0.0739","Phonk House Demo"
"0.0819","Photo ID"
"0.118","Pia"
"0.119","PICK IT UP (feat. A$AP Rocky)"
"0.352","Pick Up"
"0.225","Pickles on my Big Mac"
"0.332","Picture I Paint"
"0.0484","Pierre"
"0.11","Pilfingerdansen - Norsk Versjon"
"0.0777","Pilfingerdansen - Remix"
"0.182","Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)"
"0.329","Pinagpalit"
"0.0409","Pinay Na Sobrang Fine"
"0.0345","Piso 6"
"0.509","Pistol"
"0.0381","Pitbull Terrier"
"0.0371","Pitong Gatang"
"0.21","PJ"
"0.331","Plastic"
"0.0475","Play Date"
"0.0607","Play Date"
"0.0438","Play for Me Kaweni Merry"
"0.139","Play With Me"
"0.0311","Please Don't Go"
"0.223","Please Don't Waste My Time"
"0.0358","Pleasure"
"0.143","Plug Walk"
"0.499","Plutão"
"0.0307","Pluto Projector"
"0.118","Poblado"
"0.0514","Pockets (feat. EVAN GIIA)"
"0.237","Poison"
"0.0371","Poison"
"0.221","Poke It Out (with Nicki Minaj)"
"0.031","Pokemon Aki Aki"
"0.0787","Poker Face"
"0.132","Polkka"
"0.195","Ponle"
"0.07","Ponteme Despalda"
"0.0744","Pop Style - Jack Daily Remix"
"0.117","POPSTAR"
"0.261","POPSTAR (feat. Drake)"
"0.201","Por Cima Tu Ta de Mais - Mtg 2020"
"0.0878","positions"
"0.0864","positions"
"0.122","Post Malone (feat. RANI)"
"0.0432","Post to Be (feat. Chris Brown & Jhene Aiko)"
"0.0921","Potential"
"0.0385","Potential Breakup Song"
"0.039","Potential Breakup Song"
"0.0419","Pour It Up"
"0.0728","Pour the Milk"
"0.0555","pov"
"0.0756","Poverty"
"0.435","Pow"
"0.0478","Powerful (feat. Ellie Goulding & Tarrus Riley)"
"0.0925","ppcocaine - Slowed"
"0.349","PRACTICE"
"0.0773","Prende la Compu y Pone la Música Famosa por Su Bum Bum"
"0.284","Pressure"
"0.33","Pressure"
"0.146","PRESTO!"
"0.238","Preta do Cabelo Cacheado"
"0.0494","Pretend"
"0.0629","Pretty Boy Swag"
"0.321","Pretty Face"
"0.0415","Pretty Girl"
"0.0291","Pretty Girl - Cheat Codes X CADE Remix"
"0.0307","Pretty Girl (Tik Tok Dance Challenge) [EDM Remix]"
"0.102","Pretty Lil Thing"
"0.229","Priceless"
"0.0669","Primadonna (with Marc E. Bassy & Skizzy Mars)"
"0.0987","PROBLEMA"
"0.0554","Problemas"
"0.0432","Problems"
"0.0491","Promiscuous"
"0.0506","Promiscuous"
"0.0459","Promiscuous"
"0.04","Promiscuous Motive"
"0.0685","Promiscuous motive tiktok"
"0.122","Promise"
"0.0646","Promise (feat. Fetty Wap)"
"0.228","Prrrum"
"0.286","Prrrum - Remix"
"0.293","Prrrum - Remix 2"
"0.233","Prrum - Remix"
"0.0788","Pruuum (Tommy Driker)"
"0.0383","Psycho!"
"0.163","Psycho! - Topic & B-Case Remix"
"0.0512","Psycho! (Remix) (feat. Trippie Redd)"
"0.176","Psychopath"
"0.475","Ptpom"
"0.0717","Puhon"
"0.0705","Pull Up"
"0.0351","Pull up on Me"
"0.0507","Pum Chulita Sexy (Una Loca en el Tubo)"
"0.0865","Pum Pum"
"0.0471","Pump"
"0.181","Pump It"
"0.339","Pump It Harder"
"0.0715","Pump It Up"
"0.258","Pump It Up"
"0.0292","Pumped Up Kicks"
"0.043","Pumped Up Kicks"
"0.352","Punk Monk"
"0.0491","Purple (feat. Polo G & Deno)"
"0.0488","Purple Reign"
"0.0294","Pursuing the Promise"
"0.0363","Push It Right"
"0.0808","Push the Feeling On"
"0.0582","Pusing Pala Barbie - Akimilaku Remix"
"0.191","Pussy Talk"
"0.195","Put It Down (feat. Chris Brown)"
"0.0307","Put Your Head On My Shoulder"
"0.0538","Put Your Records On"
"0.0362","Put Your Records On"
"0.0433","Put Your Records on - Female Version"
"0.0334","Pwede Ba - Cover Version"
"0.222","Pyp"
"0.0816","PYRO - Extended Mix"
"0.0675","Quarantini"
"0.0713","Que Calor (feat. J Balvin & El Alfa)"
"0.0805","Qué Chimba"
"0.252","Que Me Deje Coja Si No Next"
"0.0634","Que Me Lo Ponga Pa Tra Tra (Reggaeton)"
"0.201","Que Saudade de Você"
"0.292","Queen Tings"
"0.237","Questions"
"0.404","Race With Time"
"0.0752","Rags2Riches"
"0.11","Rags2Riches (feat. ATR Son Son)"
"0.241","Rags2Riches 2 (feat. Lil Baby)"
"0.0397","Rain On Me (with Ariana Grande)"
"0.344","Rake It Up (feat. Nicki Minaj)"
"0.126","Ram"
"0.0777","Ram Pam Pam"
"0.0395","Ramenez la coupe à la maison"
"0.293","Ranada"
"0.287","Ransom"
"0.289","Ransom (with Juice WRLD) - Remix"
"0.242","RAPSTAR"
"0.0303","Rasa Sayange"
"0.0455","Rasputin"
"0.036","Rasputin"
"0.113","Rasputin"
"0.0502","Rasputin - Club Mix"
"0.0501","Rasputin - Club Mix"
"0.048","Rasputin - Single Version"
"0.0981","Rather Be"
"0.0493","Rave Love"
"0.262","Rawstarr 'Til I Die"
"0.368","Razor Blade Flow"
"0.0509","Ready or Not"
"0.0779","Ready Pa La Accion"
"0.0438","Really Love (feat. Craig David & Digital Farm Animals)"
"0.0595","Reason"
"0.339","Reasons"
"0.129","Rebel"
"0.0649","Rebola Lentinho"
"0.037","Reborn"
"0.121","Recap (with VanJess & Channel Tres)"
"0.0325","Rechazame"
"0.077","Red Head"
"0.449","Red Nose"
"0.129","Red Rover"
"0.364","Redbones (Stay Woke!!)"
"0.0991","REEL IT IN"
"0.0789","REEL IT IN (feat. Gucci Mane) - Remix"
"0.264","Regina George"
"0.436","Relacion - Female Version"
"0.0959","Relación - Remix"
"0.0393","Relapse"
"0.0627","Relationship (feat. Future)"
"0.209","Reloj"
"0.0966","Remain the same"
"0.0305","Remember That Night?"
"0.108","Reminder"
"0.085","Renai Circulation (English Cover) [TV Size]"
"0.0615","Rendezvous"
"0.0548","Renee"
"0.0429","Renegade (Slowed + Reverb)"
"0.0905","Renegades"
"0.356","Renk Renk - Olha o Barulinho da Cama"
"0.0708","Replay"
"0.108","REVEAL"
"0.0863","Revolution"
"0.434","Rey Mysterio"
"0.391","ReYup (feat. Spodee)"
"0.0302","Rhinestone Eyes"
"0.091","Ribs"
"0.206","Ric Flair Drip (& Metro Boomin)"
"0.0873","Rich Bitch"
"0.0873","Rich Boy Trap"
"0.182","RICK BOOTS"
"0.0874","Ride It"
"0.206","Ride Or Die - From Queen & Slim: The Soundtrack"
"0.0478","Ride Wit Me"
"0.0463","Right My Wrongs"
"0.0577","Right On Time - Douth! Remix"
"0.215","Risk - Main"
"0.0643","Ritmo Envolvente"
"0.0687","River"
